city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id
Plattsburgh,Plattsburgh,44.6951,-73.4563,United States,US,USA,New York,,19878.0,1840000296
Shelbyville,Shelbyville,39.5352,-85.7793,United States,US,USA,Indiana,,19866.0,1840009561
Miamisburg,Miamisburg,39.6322,-84.2724,United States,US,USA,Ohio,,19859.0,1840008436
Oroville,Oroville,39.4999,-121.5634,United States,US,USA,California,,19855.0,1840020182
Universal City,Universal City,29.5521,-98.3074,United States,US,USA,Texas,,19853.0,1840022225
Altamont,Altamont,42.198,-121.7248,United States,US,USA,Oregon,,19844.0,1840017440
Harvey,Harvey,41.6076,-87.652,United States,US,USA,Illinois,,19831.0,1840007029
Oregon,Oregon,41.6524,-83.4321,United States,US,USA,Ohio,,19821.0,1840000570
Bartow,Bartow,27.8868,-81.8214,United States,US,USA,Florida,,19801.0,1840014128
Whitemarsh,Whitemarsh,40.104,-75.2483,United States,US,USA,Pennsylvania,,19800.0,1840102027
Stroud,Stroud,41.0001,-75.2173,United States,US,USA,Pennsylvania,,19797.0,1840144158
Brigham City,Brigham City,41.5035,-112.0453,United States,US,USA,Utah,,19796.0,1840018702
Lackawanna,Lackawanna,42.8182,-78.8325,United States,US,USA,New York,,19779.0,1840000387
Palm Valley,Palm Valley,30.2011,-81.3948,United States,US,USA,Florida,,19775.0,1840013971
Grafton,Grafton,42.2085,-71.6838,United States,US,USA,Massachusetts,,19771.0,1840053690
Albany,Albany,37.8897,-122.3018,United States,US,USA,California,,19768.0,1840028140
Broadview Heights,Broadview Heights,41.3196,-81.6779,United States,US,USA,Ohio,,19768.0,1840000591
Greenfield,Greenfield,36.3242,-121.2428,United States,US,USA,California,,19759.0,1840020356
Crest Hill,Crest Hill,41.5723,-88.1124,United States,US,USA,Illinois,,19754.0,1840007088
Nogales,Nogales,31.3624,-110.9336,United States,US,USA,Arizona,,19753.0,1840020823
Clifton,Clifton,39.0764,-108.4605,United States,US,USA,Colorado,,19746.0,1840017556
Tavares,Tavares,28.792,-81.7352,United States,US,USA,Florida,,19738.0,1840015953
Lake Zurich,Lake Zurich,42.1956,-88.087,United States,US,USA,Illinois,,19727.0,1840011160
Monroe,Monroe,47.8595,-121.9851,United States,US,USA,Washington,,19696.0,1840019791
Lexington,Lexington,35.8018,-80.2682,United States,US,USA,North Carolina,,19691.0,1840015360
Erlanger,Erlanger,39.0109,-84.5864,United States,US,USA,Kentucky,,19677.0,1840013168
East Northport,East Northport,40.8791,-73.3233,United States,US,USA,New York,,19672.0,1840005039
Casa de Oro-Mount Helix,Casa de Oro-Mount Helix,32.764,-116.9688,United States,US,USA,California,,19651.0,1840073904
Zachary,Zachary,30.6643,-91.1634,United States,US,USA,Louisiana,,19637.0,1840015908
Roosevelt,Roosevelt,40.6797,-73.5837,United States,US,USA,New York,,19636.0,1840005253
Highland,Highland,40.4276,-111.7957,United States,US,USA,Utah,,19625.0,1840020167
Sartell,Sartell,45.6188,-94.2206,United States,US,USA,Minnesota,,19620.0,1840008886
Forest Park,Forest Park,33.6209,-84.359,United States,US,USA,Georgia,,19619.0,1840013750
Harrison,Harrison,40.7431,-74.1531,United States,US,USA,New Jersey,,19599.0,1840003598
Angleton,Angleton,29.1721,-95.4293,United States,US,USA,Texas,,19597.0,1840019672
Salmon Creek,Salmon Creek,45.7099,-122.6632,United States,US,USA,Washington,,19594.0,1840018520
Mead Valley,Mead Valley,33.8333,-117.2852,United States,US,USA,California,,19588.0,1840028331
Springboro,Springboro,39.5615,-84.2348,United States,US,USA,Ohio,,19577.0,1840009573
Kinston,Kinston,35.2747,-77.5939,United States,US,USA,North Carolina,,19576.0,1840014585
Bradfordville,Bradfordville,30.5735,-84.2055,United States,US,USA,Florida,,19548.0,1840028817
Sweetwater,Sweetwater,25.7785,-80.376,United States,US,USA,Florida,,19544.0,1840016008
Boone,Boone,36.2111,-81.6669,United States,US,USA,North Carolina,,19534.0,1840015310
Knightdale,Knightdale,35.7911,-78.4966,United States,US,USA,North Carolina,,19532.0,1840016194
Boerne,Boerne,29.7847,-98.7292,United States,US,USA,Texas,,19509.0,1840019623
Evergreen Park,Evergreen Park,41.7213,-87.7013,United States,US,USA,Illinois,,19498.0,1840011273
Cedar Mill,Cedar Mill,45.5355,-122.8006,United States,US,USA,Oregon,,19482.0,1840034678
Arvin,Arvin,35.1944,-118.8306,United States,US,USA,California,,19478.0,1840019147
Hawthorne,Hawthorne,40.9579,-74.1582,United States,US,USA,New Jersey,,19472.0,1840003513
Orinda,Orinda,37.8808,-122.179,United States,US,USA,California,,19472.0,1840020280
Homewood,Homewood,41.5591,-87.661,United States,US,USA,Illinois,,19471.0,1840011264
Cutlerville,Cutlerville,42.8403,-85.6734,United States,US,USA,Michigan,,19465.0,1840004308
Lynn Haven,Lynn Haven,30.2337,-85.637,United States,US,USA,Florida,,19451.0,1840015922
Madisonville,Madisonville,37.3409,-87.5034,United States,US,USA,Kentucky,,19442.0,1840015244
Warrensburg,Warrensburg,38.7627,-93.726,United States,US,USA,Missouri,,19437.0,1840010721
Naples,Naples,26.1504,-81.7936,United States,US,USA,Florida,,19421.0,1840015131
South El Monte,South El Monte,34.0493,-118.0484,United States,US,USA,California,,19413.0,1840021869
Hermiston,Hermiston,45.8326,-119.2854,United States,US,USA,Oregon,,19406.0,1840019915
Englewood,Englewood,26.9717,-82.3524,United States,US,USA,Florida,,19385.0,1840013127
Sherrelwood,Sherrelwood,39.839,-105.0014,United States,US,USA,Colorado,,19368.0,1840028581
Fayetteville,Fayetteville,33.4501,-84.471,United States,US,USA,Georgia,,19364.0,1840013755
Twinsburg,Twinsburg,41.322,-81.4451,United States,US,USA,Ohio,,19346.0,1840000805
North Myrtle Beach,North Myrtle Beach,33.8232,-78.7082,United States,US,USA,South Carolina,,19343.0,1840014718
West Mifflin,West Mifflin,40.3581,-79.9073,United States,US,USA,Pennsylvania,,19338.0,1840001273
Seminole,Seminole,27.8435,-82.784,United States,US,USA,Florida,,19336.0,1840015978
Cocoa,Cocoa,28.382,-80.7675,United States,US,USA,Florida,,19330.0,1840015092
Rosedale,Rosedale,35.3886,-119.2058,United States,US,USA,California,,19325.0,1840019141
Stillwater,Stillwater,45.0573,-92.8313,United States,US,USA,Minnesota,,19323.0,1840008914
Santa Fe Springs,Santa Fe Springs,33.9329,-118.0625,United States,US,USA,California,,19310.0,1840021865
Trinity,Trinity,28.1809,-82.6582,United States,US,USA,Florida,,19296.0,1840029012
Prunedale,Prunedale,36.8064,-121.6555,United States,US,USA,California,,19286.0,1840019020
Maumelle,Maumelle,34.8522,-92.4,United States,US,USA,Arkansas,,19286.0,1840015510
Aberdeen,Aberdeen,40.4165,-74.2249,United States,US,USA,New Jersey,,19274.0,1840081652
Maitland,Maitland,28.6295,-81.3718,United States,US,USA,Florida,,19268.0,1840015964
St. Michael,St. Michael,45.2014,-93.692,United States,US,USA,Minnesota,,19267.0,1840008901
Valle Vista,Valle Vista,33.7436,-116.8871,United States,US,USA,California,,19263.0,1840019292
Durango,Durango,37.2659,-107.8781,United States,US,USA,Colorado,,19257.0,1840018929
Tinton Falls,Tinton Falls,40.2708,-74.0949,United States,US,USA,New Jersey,,19252.0,1840001368
Holtsville,Holtsville,40.8124,-73.0447,United States,US,USA,New York,,19250.0,1840005079
Hermosa Beach,Hermosa Beach,33.8653,-118.3962,United States,US,USA,California,,19248.0,1840020487
Brookfield,Brookfield,41.8245,-87.847,United States,US,USA,Illinois,,19235.0,1840010142
West Chester,West Chester,39.9601,-75.6058,United States,US,USA,Pennsylvania,,19235.0,1840001436
Republic,Republic,37.1452,-93.4446,United States,US,USA,Missouri,,19233.0,1840009906
Uwchlan,Uwchlan,40.0522,-75.6679,United States,US,USA,Pennsylvania,,19231.0,1840145647
Lumberton,Lumberton,34.6312,-79.0186,United States,US,USA,North Carolina,,19220.0,1840015531
Durant,Durant,33.9949,-96.3923,United States,US,USA,Oklahoma,,19209.0,1840019280
Alton,Alton,26.2884,-98.3098,United States,US,USA,Texas,,19205.0,1840019733
Harrisburg,Harrisburg,35.3125,-80.6485,United States,US,USA,North Carolina,,19203.0,1840016364
West Manchester,West Manchester,39.9456,-76.7952,United States,US,USA,Pennsylvania,,19196.0,1840144165
Lake Forest,Lake Forest,42.238,-87.8596,United States,US,USA,Illinois,,19190.0,1840008087
Melville,Melville,40.7824,-73.4088,United States,US,USA,New York,,19187.0,1840005044
Deerfield,Deerfield,42.1654,-87.8516,United States,US,USA,Illinois,,19185.0,1840011167
Central Point,Central Point,42.3764,-122.9111,United States,US,USA,Oregon,,19183.0,1840018672
Orange,Orange,30.1226,-93.7607,United States,US,USA,Texas,,19178.0,1840020910
Point Pleasant,Point Pleasant,40.0772,-74.0702,United States,US,USA,New Jersey,,19158.0,1840001485
Dixon,Dixon,38.4469,-121.825,United States,US,USA,California,,19158.0,1840018859
Ferndale,Ferndale,42.4592,-83.1313,United States,US,USA,Michigan,,19156.0,1840002443
Norton,Norton,41.964,-71.1842,United States,US,USA,Massachusetts,,19155.0,1840070386
Iselin,Iselin,40.5697,-74.3172,United States,US,USA,New Jersey,,19151.0,1840005418
Scituate,Scituate,42.1992,-70.759,United States,US,USA,Massachusetts,,19145.0,1840053577
Cinco Ranch,Cinco Ranch,29.7395,-95.7607,United States,US,USA,Texas,,19139.0,1840037039
Winchester,Winchester,38.0018,-84.1908,United States,US,USA,Kentucky,,19133.0,1840015216
Saugerties,Saugerties,42.0891,-73.9969,United States,US,USA,New York,,19133.0,1840004732
Lakeway,Lakeway,30.3544,-97.9864,United States,US,USA,Texas,,19130.0,1840020894
Prichard,Prichard,30.7735,-88.1301,United States,US,USA,Alabama,,19121.0,1840014990
Liberal,Liberal,37.0466,-100.9295,United States,US,USA,Kansas,,19107.0,1840001704
Kingsland,Kingsland,30.8194,-81.7216,United States,US,USA,Georgia,,19101.0,1840014991
Five Forks,Five Forks,34.8069,-82.2271,United States,US,USA,South Carolina,,19093.0,1840013491
Warwick,Warwick,40.1558,-76.2799,United States,US,USA,Pennsylvania,,19089.0,1840142491
Beltsville,Beltsville,39.0394,-76.9211,United States,US,USA,Maryland,,19086.0,1840005945
Olivehurst,Olivehurst,39.0795,-121.5566,United States,US,USA,California,,19071.0,1840018801
Sudbury,Sudbury,42.3847,-71.4234,United States,US,USA,Massachusetts,,19067.0,1840053489
Phoenixville,Phoenixville,40.1359,-75.5201,United States,US,USA,Pennsylvania,,19062.0,1840001433
Hopkinton,Hopkinton,42.2255,-71.5378,United States,US,USA,Massachusetts,,19050.0,1840053637
East Riverdale,East Riverdale,38.96,-76.9109,United States,US,USA,Maryland,,19043.0,1840031482
Sylvania,Sylvania,41.71,-83.7092,United States,US,USA,Ohio,,19038.0,1840009255
Sheridan,Sheridan,44.7961,-106.9642,United States,US,USA,Wyoming,,19035.0,1840021243
Badger,Badger,64.8006,-147.3877,United States,US,USA,Alaska,,19033.0,1840023690
Gautier,Gautier,30.4106,-88.6568,United States,US,USA,Mississippi,,19026.0,1840013937
Haslett,Haslett,42.7525,-84.402,United States,US,USA,Michigan,,19025.0,1840004500
Norwood,Norwood,39.1605,-84.4535,United States,US,USA,Ohio,,19023.0,1840001610
Terrell,Terrell,32.734,-96.2931,United States,US,USA,Texas,,19019.0,1840022065
Horseheads,Horseheads,42.1625,-76.7941,United States,US,USA,New York,,19011.0,1840004688
Ashland,Ashland,40.8668,-82.3156,United States,US,USA,Ohio,,19008.0,1840002751
Crowley,Crowley,32.5781,-97.3585,United States,US,USA,Texas,,19007.0,1840019431
Augusta,Augusta,44.3341,-69.7319,United States,US,USA,Maine,admin,18999.0,1840000302
Springfield,Springfield,36.4949,-86.8711,United States,US,USA,Tennessee,,18985.0,1840015273
Lebanon,Lebanon,44.5317,-122.9071,United States,US,USA,Oregon,,18978.0,1840019991
Ferguson,Ferguson,40.7432,-77.9403,United States,US,USA,Pennsylvania,,18977.0,1840149387
Redland,Redland,39.1339,-77.1464,United States,US,USA,Maryland,,18976.0,1840005838
Seagoville,Seagoville,32.653,-96.5456,United States,US,USA,Texas,,18968.0,1840022054
Windham,Windham,43.7981,-70.4056,United States,US,USA,Maine,,18967.0,1840066537
Fox Crossing,Fox Crossing,44.2228,-88.4763,United States,US,USA,Wisconsin,,18960.0,1840038105
Ansonia,Ansonia,41.3443,-73.0689,United States,US,USA,Connecticut,,18951.0,1840004846
Cumberland,Cumberland,39.6515,-78.7584,United States,US,USA,Maryland,,18938.0,1840005621
Knik-Fairview,Knik-Fairview,61.5082,-149.6252,United States,US,USA,Alaska,,18921.0,1840075080
Ellensburg,Ellensburg,46.9999,-120.5475,United States,US,USA,Washington,,18913.0,1840019841
Onalaska,Onalaska,43.8883,-91.2075,United States,US,USA,Wisconsin,,18909.0,1840002579
Milton,Milton,43.0406,-73.8998,United States,US,USA,New York,,18900.0,1840058308
Mebane,Mebane,36.0852,-79.2736,United States,US,USA,North Carolina,,18899.0,1840015328
Cullman,Cullman,34.1775,-86.8407,United States,US,USA,Alabama,,18894.0,1840001354
Palestine,Palestine,31.7544,-95.6471,United States,US,USA,Texas,,18888.0,1840020798
Chowchilla,Chowchilla,37.1095,-120.2349,United States,US,USA,California,,18876.0,1840018919
Lansdale,Lansdale,40.2417,-75.2812,United States,US,USA,Pennsylvania,,18865.0,1840003703
Winder,Winder,33.9917,-83.7218,United States,US,USA,Georgia,,18847.0,1840015623
White Oak,White Oak,39.2106,-84.606,United States,US,USA,Ohio,,18845.0,1840034164
Pinole,Pinole,37.9931,-122.2833,United States,US,USA,California,,18835.0,1840020281
La Marque,La Marque,29.3683,-94.9941,United States,US,USA,Texas,,18833.0,1840020972
Gibsonton,Gibsonton,27.826,-82.3761,United States,US,USA,Florida,,18831.0,1840014148
Cimarron Hills,Cimarron Hills,38.8597,-104.6995,United States,US,USA,Colorado,,18808.0,1840028574
Winthrop,Winthrop,42.3761,-70.9846,United States,US,USA,Massachusetts,,18807.0,1840132450
Brownwood,Brownwood,31.7127,-98.9767,United States,US,USA,Texas,,18805.0,1840019519
St. Marys,St. Marys,30.7567,-81.5722,United States,US,USA,Georgia,,18805.0,1840015888
Martinsburg,Martinsburg,39.4582,-77.9776,United States,US,USA,West Virginia,,18805.0,1840005742
Weirton,Weirton,40.406,-80.5671,United States,US,USA,West Virginia,,18785.0,1840005405
Owego,Owego,42.0881,-76.1905,United States,US,USA,New York,,18779.0,1840004668
Clive,Clive,41.6147,-93.798,United States,US,USA,Iowa,,18776.0,1840007063
Wisconsin Rapids,Wisconsin Rapids,44.3927,-89.8265,United States,US,USA,Wisconsin,,18756.0,1840002333
Rutherford,Rutherford,40.8203,-74.1057,United States,US,USA,New Jersey,,18748.0,1840000902
Elizabeth City,Elizabeth City,36.2942,-76.236,United States,US,USA,North Carolina,,18740.0,1840013315
Hatfield,Hatfield,40.2758,-75.2895,United States,US,USA,Pennsylvania,,18738.0,1840003701
Thomasville,Thomasville,30.8394,-83.9782,United States,US,USA,Georgia,,18720.0,1840015893
Marshfield,Marshfield,44.6627,-90.1728,United States,US,USA,Wisconsin,,18718.0,1840002336
Ottawa,Ottawa,41.3555,-88.8261,United States,US,USA,Illinois,,18714.0,1840009272
Midlothian,Midlothian,37.4856,-77.6522,United States,US,USA,Virginia,,18702.0,1840037396
Hopkins,Hopkins,44.9259,-93.4056,United States,US,USA,Minnesota,,18696.0,1840006749
Ashland,Ashland,42.2573,-71.4687,United States,US,USA,Massachusetts,,18694.0,1840053632
Country Walk,Country Walk,25.633,-80.4353,United States,US,USA,Florida,,18693.0,1840028979
Ocean Acres,Ocean Acres,39.743,-74.2805,United States,US,USA,New Jersey,,18689.0,1840033483
Steiner Ranch,Steiner Ranch,30.3654,-97.896,United States,US,USA,Texas,,18683.0,1840142451
Matteson,Matteson,41.5095,-87.7468,United States,US,USA,Illinois,,18681.0,1840011293
Blooming Grove,Blooming Grove,41.3948,-74.184,United States,US,USA,New York,,18672.0,1840057241
Altus,Altus,34.6565,-99.3061,United States,US,USA,Oklahoma,,18670.0,1840019202
Maryland City,Maryland City,39.1016,-76.8051,United States,US,USA,Maryland,,18669.0,1840005922
Alsip,Alsip,41.6701,-87.7368,United States,US,USA,Illinois,,18650.0,1840010147
Creve Coeur,Creve Coeur,38.662,-90.443,United States,US,USA,Missouri,,18643.0,1840007443
Round Lake,Round Lake,42.3435,-88.1059,United States,US,USA,Illinois,,18588.0,1840011170
Arcata,Arcata,40.8615,-124.0758,United States,US,USA,California,,18578.0,1840009422
Bensenville,Bensenville,41.9579,-87.9442,United States,US,USA,Illinois,,18576.0,1840011398
Ocean Springs,Ocean Springs,30.4082,-88.7861,United States,US,USA,Mississippi,,18561.0,1840015017
Coronado,Coronado,32.6649,-117.1604,United States,US,USA,California,,18558.0,1840019354
Wheatfield,Wheatfield,43.0975,-78.8831,United States,US,USA,New York,,18551.0,1840088041
Preakness,Preakness,40.9382,-74.2242,United States,US,USA,New Jersey,,18538.0,1840144111
Goffstown,Goffstown,43.019,-71.568,United States,US,USA,New Hampshire,,18526.0,1840054900
Foxborough,Foxborough,42.0627,-71.2461,United States,US,USA,Massachusetts,,18516.0,1840053549
Franklin Farm,Franklin Farm,38.9133,-77.3969,United States,US,USA,Virginia,,18509.0,1840041752
Ammon,Ammon,43.4745,-111.9568,United States,US,USA,Idaho,,18496.0,1840018643
Seabrook,Seabrook,38.9802,-76.8502,United States,US,USA,Maryland,,18495.0,1840024547
Panama City Beach,Panama City Beach,30.237,-85.8776,United States,US,USA,Florida,,18493.0,1840015035
Oxon Hill,Oxon Hill,38.7884,-76.9727,United States,US,USA,Maryland,,18491.0,1840026688
Glenvar Heights,Glenvar Heights,25.709,-80.3155,United States,US,USA,Florida,,18488.0,1840014238
Castaic,Castaic,34.4818,-118.6316,United States,US,USA,California,,18479.0,1840022826
Sharon,Sharon,42.1085,-71.183,United States,US,USA,Massachusetts,,18478.0,1840053557
Nederland,Nederland,29.9707,-94.0015,United States,US,USA,Texas,,18475.0,1840020917
Zephyrhills,Zephyrhills,28.2409,-82.1797,United States,US,USA,Florida,,18471.0,1840015968
North Decatur,North Decatur,33.8074,-84.2889,United States,US,USA,Georgia,,18460.0,1840013704
Greene,Greene,39.9543,-77.5668,United States,US,USA,Pennsylvania,,18460.0,1840147454
Centralia,Centralia,46.7223,-122.9696,United States,US,USA,Washington,,18457.0,1840018471
Fort Carson,Fort Carson,38.7095,-104.772,United States,US,USA,Colorado,,18447.0,1840028557
Newburyport,Newburyport,42.8124,-70.8878,United States,US,USA,Massachusetts,,18444.0,1840000413
Newton,Newton,38.0368,-97.3449,United States,US,USA,Kansas,,18443.0,1840003846
Fairwood,Fairwood,47.4467,-122.143,United States,US,USA,Washington,,18437.0,1840037517
Dover,Dover,40.8859,-74.5597,United States,US,USA,New Jersey,,18420.0,1840003581
Sudley,Sudley,38.7878,-77.4961,United States,US,USA,Virginia,,18420.0,1840006104
Arroyo Grande,Arroyo Grande,35.1241,-120.5845,United States,US,USA,California,,18412.0,1840019125
Tallmadge,Tallmadge,41.1023,-81.4216,United States,US,USA,Ohio,,18394.0,1840000804
East Goshen,East Goshen,39.9934,-75.5478,United States,US,USA,Pennsylvania,,18392.0,1840150925
Oconomowoc,Oconomowoc,43.0996,-88.4948,United States,US,USA,Wisconsin,,18385.0,1840003027
Albert Lea,Albert Lea,43.6548,-93.3643,United States,US,USA,Minnesota,,18379.0,1840006824
North Aurora,North Aurora,41.8086,-88.3414,United States,US,USA,Illinois,,18375.0,1840011351
Bellwood,Bellwood,41.8829,-87.8762,United States,US,USA,Illinois,,18373.0,1840011248
Ronkonkoma,Ronkonkoma,40.8037,-73.1246,United States,US,USA,New York,,18368.0,1840005071
New River,New River,33.8835,-112.0858,United States,US,USA,Arizona,,18365.0,1840019307
Brook Park,Brook Park,41.4036,-81.8219,United States,US,USA,Ohio,,18359.0,1840000594
Ferguson,Ferguson,38.749,-90.295,United States,US,USA,Missouri,,18350.0,1840008584
Pembroke,Pembroke,42.0655,-70.8014,United States,US,USA,Massachusetts,,18335.0,1840053573
Berea,Berea,41.3696,-81.8641,United States,US,USA,Ohio,,18330.0,1840000588
South Fayette,South Fayette,40.3556,-80.1617,United States,US,USA,Pennsylvania,,18328.0,1840150313
Bayshore Gardens,Bayshore Gardens,27.4345,-82.5793,United States,US,USA,Florida,,18324.0,1840014168
Plymouth,Plymouth,40.1115,-75.2976,United States,US,USA,Pennsylvania,,18316.0,1840142125
Fairmont,Fairmont,39.4768,-80.1491,United States,US,USA,West Virginia,,18303.0,1840005732
Niles,Niles,41.1879,-80.7531,United States,US,USA,Ohio,,18301.0,1840008241
South Orange Village,South Orange Village,40.7491,-74.2602,United States,US,USA,New Jersey,,18299.0,1840081372
Colonia,Colonia,40.5926,-74.3148,United States,US,USA,New Jersey,,18294.0,1840005411
Lake Ronkonkoma,Lake Ronkonkoma,40.8297,-73.1128,United States,US,USA,New York,,18289.0,1840005086
Lenoir,Lenoir,35.9094,-81.5249,United States,US,USA,North Carolina,,18282.0,1840014493
East St. Louis,East St. Louis,38.6155,-90.1304,United States,US,USA,Illinois,,18278.0,1840008629
Syosset,Syosset,40.8157,-73.502,United States,US,USA,New York,,18274.0,1840005278
Hampton,Hampton,40.5844,-79.9534,United States,US,USA,Pennsylvania,,18273.0,1840147156
Lake Shore,Lake Shore,39.103,-76.4876,United States,US,USA,Maryland,,18263.0,1840005920
Shenandoah,Shenandoah,30.4019,-91.002,United States,US,USA,Louisiana,,18259.0,1840031152
San Carlos Park,San Carlos Park,26.4765,-81.8193,United States,US,USA,Florida,,18252.0,1840014218
Somerset,Somerset,41.7404,-71.1612,United States,US,USA,Massachusetts,,18246.0,1840053662
Johnstown,Johnstown,40.326,-78.9194,United States,US,USA,Pennsylvania,,18245.0,1840001116
Sycamore,Sycamore,41.9957,-88.6821,United States,US,USA,Illinois,,18243.0,1840009187
Trenton,Trenton,42.1394,-83.1929,United States,US,USA,Michigan,,18242.0,1840003966
Franklin Park,Franklin Park,41.9361,-87.8794,United States,US,USA,Illinois,,18233.0,1840011278
Mount Washington,Mount Washington,38.043,-85.5551,United States,US,USA,Kentucky,,18228.0,1840014322
Concord,Concord,42.462,-71.3639,United States,US,USA,Massachusetts,,18226.0,1840053635
Shorewood,Shorewood,41.5169,-88.2146,United States,US,USA,Illinois,,18218.0,1840011496
Colonial Heights,Colonial Heights,37.265,-77.3969,United States,US,USA,Virginia,,18210.0,1840003860
North Babylon,North Babylon,40.7314,-73.3248,United States,US,USA,New York,,18208.0,1840005054
Woodmere,Woodmere,40.6375,-73.7219,United States,US,USA,New York,,18198.0,1840005284
Concord,Concord,39.8741,-75.5135,United States,US,USA,Pennsylvania,,18197.0,1840152841
Gorham,Gorham,43.7034,-70.4581,United States,US,USA,Maine,,18192.0,1840052834
Manchester,Manchester,38.583,-90.5064,United States,US,USA,Missouri,,18189.0,1840009739
Spanish Lake,Spanish Lake,38.7884,-90.2077,United States,US,USA,Missouri,,18183.0,1840006123
Laurel,Laurel,37.6375,-77.5062,United States,US,USA,Virginia,,18180.0,1840006393
Washington,Washington,40.7877,-74.7918,United States,US,USA,New Jersey,,18177.0,1840144404
North Druid Hills,North Druid Hills,33.8185,-84.3254,United States,US,USA,Georgia,,18172.0,1840029449
Bluffdale,Bluffdale,40.4744,-111.9381,United States,US,USA,Utah,,18168.0,1840018745
Amsterdam,Amsterdam,42.942,-74.1906,United States,US,USA,New York,,18162.0,1840000391
Steubenville,Steubenville,40.3653,-80.6519,United States,US,USA,Ohio,,18144.0,1840001341
Franconia,Franconia,38.7682,-77.1587,United States,US,USA,Virginia,,18141.0,1840006027
Palos Hills,Palos Hills,41.6986,-87.8266,United States,US,USA,Illinois,,18139.0,1840009182
Pinecrest,Pinecrest,25.665,-80.3042,United States,US,USA,Florida,,18138.0,1840018336
Southeast,Southeast,41.4032,-73.5985,United States,US,USA,New York,,18131.0,1840087927
Menasha,Menasha,44.2125,-88.4271,United States,US,USA,Wisconsin,,18130.0,1840002243
Colonial Park,Colonial Park,40.2987,-76.8069,United States,US,USA,Pennsylvania,,18125.0,1840005398
White Settlement,White Settlement,32.7554,-97.4605,United States,US,USA,Texas,,18119.0,1840022051
Bourbonnais,Bourbonnais,41.183,-87.8784,United States,US,USA,Illinois,,18109.0,1840011692
Wallingford Center,Wallingford Center,41.4499,-72.8189,United States,US,USA,Connecticut,,18107.0,1840073312
Sevierville,Sevierville,35.8872,-83.5678,United States,US,USA,Tennessee,,18105.0,1840015359
Canby,Canby,45.2652,-122.6867,United States,US,USA,Oregon,,18103.0,1840018569
McAlester,McAlester,34.9257,-95.7734,United States,US,USA,Oklahoma,,18098.0,1840020457
Siloam Springs,Siloam Springs,36.1844,-94.5315,United States,US,USA,Arkansas,,18096.0,1840015288
Burlington,Burlington,39.0223,-84.7217,United States,US,USA,Kentucky,,18090.0,1840013160
Brenham,Brenham,30.1584,-96.3966,United States,US,USA,Texas,,18086.0,1840019604
Johnstown,Johnstown,40.3499,-104.9482,United States,US,USA,Colorado,,18075.0,1840021369
Dumont,Dumont,40.9452,-73.9923,United States,US,USA,New Jersey,,18072.0,1840003541
Phelan,Phelan,34.4398,-117.5248,United States,US,USA,California,,18059.0,1840025798
Stuart,Stuart,27.1959,-80.2444,United States,US,USA,Florida,,18058.0,1840015990
Pataskala,Pataskala,40.011,-82.7155,United States,US,USA,Ohio,,18049.0,1840001420
Cohoes,Cohoes,42.7732,-73.7077,United States,US,USA,New York,,18043.0,1840000418
North Massapequa,North Massapequa,40.7031,-73.4678,United States,US,USA,New York,,18037.0,1840005241
Gainesville,Gainesville,38.7931,-77.6347,United States,US,USA,Virginia,,18036.0,1840006098
Concord,Concord,38.5117,-90.3574,United States,US,USA,Missouri,,18028.0,1840006126
New Castle,New Castle,41.1841,-73.7721,United States,US,USA,New York,,18012.0,1840087710
Scarsdale,Scarsdale,40.9902,-73.7773,United States,US,USA,New York,,18005.0,1840004943
Farmington,Farmington,37.7822,-90.4282,United States,US,USA,Missouri,,17999.0,1840008686
Whitestown,Whitestown,43.135,-75.3404,United States,US,USA,New York,,17996.0,1840088046
Pinehurst,Pinehurst,35.1922,-79.4684,United States,US,USA,North Carolina,,17992.0,1840017852
Towamencin,Towamencin,40.2417,-75.3387,United States,US,USA,Pennsylvania,,17980.0,1840152389
Cudahy,Cudahy,42.9467,-87.8641,United States,US,USA,Wisconsin,,17964.0,1840003045
Wantagh,Wantagh,40.6686,-73.5104,United States,US,USA,New York,,17964.0,1840005281
Stanford,Stanford,37.4252,-122.1674,United States,US,USA,California,,17958.0,1840028400
Doylestown,Doylestown,40.2962,-75.1393,United States,US,USA,Pennsylvania,,17957.0,1840001320
Anoka,Anoka,45.2099,-93.3893,United States,US,USA,Minnesota,,17941.0,1840006717
Delran,Delran,40.017,-74.9495,United States,US,USA,New Jersey,,17937.0,1840081628
Los Lunas,Los Lunas,34.8115,-106.7803,United States,US,USA,New Mexico,,17932.0,1840022814
Mount Holly,Mount Holly,35.3136,-81.0073,United States,US,USA,North Carolina,,17928.0,1840014590
Ashtabula,Ashtabula,41.8805,-80.7984,United States,US,USA,Ohio,,17919.0,1840007046
Portsmouth,Portsmouth,38.7538,-82.9445,United States,US,USA,Ohio,,17919.0,1840001646
El Reno,El Reno,35.5429,-97.966,United States,US,USA,Oklahoma,,17919.0,1840020420
Conyers,Conyers,33.6646,-83.9966,United States,US,USA,Georgia,,17916.0,1840014806
Parole,Parole,38.9863,-76.5518,United States,US,USA,Maryland,,17910.0,1840005913
Murray,Murray,36.6146,-88.3207,United States,US,USA,Kentucky,,17888.0,1840014410
Hybla Valley,Hybla Valley,38.7484,-77.0821,United States,US,USA,Virginia,,17877.0,1840006031
Cary,Cary,42.2129,-88.2494,United States,US,USA,Illinois,,17875.0,1840010109
